_id,jteid,persid,hhid,starthour,startime,arrhour,arrtime,dephour,deptime,jtetraveltime,jte_at,jteelapsedtime,jtedist,origLGA,destLGA,destplace,jtemode,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dur1,dur2,dur3,dur4,dur5,dur6,dur7,dur8,dur9,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,place1,place2,place3,place4,place5,place6,place7,place8,place9,purp1,purp2,purp3,purp4,purp5,purp6,purp7,purp8,purp9,stop1,stop2,stop3,stop4,stop5,stop6,stop7,stop8,stop9,time1,time2,time3,time4,time5,time6,time7,time8,time9,wdjtewgt_LGA,wejtewgt_LGA
4944,Y17H2530519P04JTE1,Y17H2530519P04,Y17H2530519,7,458,8,510,15,930,9,43,52,0.42,Brimbank (C),Brimbank (C),Primary School,Walking,0.14,0.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Someone Else's Home,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Personal Business,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530519P04S01,Y17H2530519P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.32,
4945,Y17H2530537P03JTE1,Y17H2530537P03,Y17H2530537,8,480,8,520,15,920,40,0,40,9.96,Brimbank (C),Brimbank (C),Technical School,Vehicle Driver,9.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Technical School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530537P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.07,
4946,Y17H2530540P03JTE1,Y17H2530540P03,Y17H2530540,8,505,8,510,15,938,5,0,5,0.6,Brimbank (C),Brimbank (C),Primary School,Walking,0.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,428,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530540P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.31,
4947,Y17H2540116P03JTE1,Y17H2540116P03,Y17H2540116,8,520,8,523,15,935,3,0,3,0.9,Glen Eira (C),Glen Eira (C),Primary School,Vehicle Passenger,0.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540116P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.16,
4948,Y17H2540116P04JTE1,Y17H2540116P04,Y17H2540116,8,520,8,523,15,935,3,0,3,0.9,Glen Eira (C),Glen Eira (C),Primary School,Vehicle Passenger,0.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540116P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.39,
4949,Y17H2540118P03JTE1,Y17H2540118P03,Y17H2540118,8,525,8,535,15,930,10,0,10,0.78,Glen Eira (C),Glen Eira (C),Primary School,Walking,0.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540118P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.04,
4950,Y17H2540118P04JTE1,Y17H2540118P04,Y17H2540118,8,525,8,535,15,930,10,0,10,0.78,Glen Eira (C),Glen Eira (C),Primary School,Walking,0.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540118P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.04,
4951,Y17H2540119P03JTE1,Y17H2540119P03,Y17H2540119,8,520,8,530,15,945,10,0,10,0.75,Glen Eira (C),Glen Eira (C),Primary School,Walking,0.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540119P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.14,
4952,Y17H2540119P04JTE1,Y17H2540119P04,Y17H2540119,8,520,8,530,15,945,10,0,10,0.75,Glen Eira (C),Glen Eira (C),Primary School,Walking,0.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540119P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.14,
4953,Y17H2540125P02JTE1,Y17H2540125P02,Y17H2540125,8,500,8,515,15,920,15,0,15,0.98,Monash (C),Monash (C),Secondary School,Walking,0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540125P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.75,
4954,Y17H2540137P03JTE1,Y17H2540137P03,Y17H2540137,8,510,8,518,15,950,8,0,8,0.9,Monash (C),Monash (C),Primary School,Vehicle Passenger,0.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,432,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540137P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.98,
4955,Y17H2540137P04JTE1,Y17H2540137P04,Y17H2540137,8,510,8,518,15,950,8,0,8,0.9,Monash (C),Monash (C),Primary School,Vehicle Passenger,0.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,432,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540137P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.99,
4956,Y17H2540137P05JTE1,Y17H2540137P05,Y17H2540137,8,510,8,518,15,950,8,0,8,0.9,Monash (C),Monash (C),Primary School,Vehicle Passenger,0.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,432,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540137P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.98,
4957,Y17H2540233P03JTE1,Y17H2540233P03,Y17H2540233,8,530,9,540,15,935,10,0,10,1.21,Maroondah (C),Maroondah (C),Primary School,Vehicle Passenger,1.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540233P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.32,
4958,Y17H2540233P04JTE1,Y17H2540233P04,Y17H2540233,8,530,9,540,15,935,10,0,10,1.21,Maroondah (C),Maroondah (C),Primary School,Vehicle Passenger,1.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540233P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.31,
4959,Y17H2540422P01JTE1,Y17H2540422P01,Y17H2540422,9,570,9,585,1,1500,15,0,15,3.09,Banyule (C),Darebin (C),Tertiary,Vehicle Driver,3.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540422P01S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.08,
4960,Y17H2540422P04JTE1,Y17H2540422P04,Y17H2540422,8,535,9,540,15,915,5,0,5,0.28,Banyule (C),Banyule (C),Primary School,Walking,0.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540422P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.99,
4961,Y17H2540422P05JTE1,Y17H2540422P05,Y17H2540422,8,535,9,540,15,915,5,0,5,0.28,Banyule (C),Banyule (C),Primary School,Walking,0.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540422P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.88,
4962,Y17H2540426P03JTE1,Y17H2540426P03,Y17H2540426,8,510,8,525,17,1045,15,0,15,3.7,Banyule (C),Banyule (C),Primary School,Vehicle Passenger,3.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,520,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2540426P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.81,
4963,Y17H2550111P03JTE1,Y17H2550111P03,Y17H2550111,8,510,8,525,11,710,15,0,15,2.21,Casey (C),Casey (C),Secondary School,Bicycle,2.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bicycle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550111P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.08,
4964,Y17H2550111P04JTE1,Y17H2550111P04,Y17H2550111,8,510,8,525,11,710,15,0,15,2.21,Casey (C),Casey (C),Secondary School,Bicycle,2.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bicycle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550111P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.78,
4965,Y17H2550115P03JTE1,Y17H2550115P03,Y17H2550115,8,510,8,521,15,915,11,0,11,6.76,Casey (C),Casey (C),Primary School,Vehicle Passenger,6.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550115P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96.8,
4966,Y17H2550119P03JTE1,Y17H2550119P03,Y17H2550119,8,521,9,540,16,965,19,0,19,15.13,Casey (C),Casey (C),Secondary School,Vehicle Passenger,15.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550119P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99.89,
4967,Y17H2550119P04JTE1,Y17H2550119P04,Y17H2550119,8,521,9,540,16,965,19,0,19,15.13,Casey (C),Casey (C),Secondary School,Vehicle Passenger,15.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550119P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.82,
4968,Y17H2550119P05JTE1,Y17H2550119P05,Y17H2550119,8,521,9,540,16,965,19,0,19,15.13,Casey (C),Casey (C),Secondary School,Vehicle Passenger,15.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550119P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.18,
4969,Y17H2550124P04JTE1,Y17H2550124P04,Y17H2550124,8,525,8,535,15,952,10,0,10,3.82,Casey (C),Casey (C),Secondary School,Vehicle Passenger,3.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550124P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.52,
4970,Y17H2550130P03JTE1,Y17H2550130P03,Y17H2550130,8,490,8,520,14,855,30,0,30,5.54,Casey (C),Greater Dandenong (C),Tertiary,Public Bus,0.95,3.82,0.77,N/A,N/A,N/A,N/A,N/A,N/A,0,0,335,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550130P03S01,Y17H2550130P03S02,Y17H2550130P03S03,N/A,N/A,N/A,N/A,N/A,N/A,5,15,10,N/A,N/A,N/A,N/A,N/A,N/A,101.74,
4971,Y17H2550230P03JTE1,Y17H2550230P03,Y17H2550230,7,450,8,495,17,1020,45,0,45,19.49,Knox (C),Monash (C),Tertiary,Vehicle Driver,19.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550230P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.05,
4972,Y17H2550230P04JTE1,Y17H2550230P04,Y17H2550230,7,465,8,497,15,925,32,0,32,9.2,Knox (C),Maroondah (C),Secondary School,Train,2.07,6,1.13,N/A,N/A,N/A,N/A,N/A,N/A,2,0,428,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Train,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Train Station,Train Station,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550230P04S01,Y17H2550230P04S02,Y17H2550230P04S03,N/A,N/A,N/A,N/A,N/A,N/A,6,8,16,N/A,N/A,N/A,N/A,N/A,N/A,37.29,
4973,Y17H2550240P03JTE1,Y17H2550240P03,Y17H2550240,6,390,6,415,15,953,20,0,20,10.46,Knox (C),Yarra Ranges (S),Primary School,Vehicle Passenger,6.53,3.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,538,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Accompany Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550240P03S01,Y17H2550240P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.67,
4974,Y17H2550240P04JTE1,Y17H2550240P04,Y17H2550240,6,390,8,515,15,938,20,0,20,7.48,Knox (C),Yarra Ranges (S),Primary School,Vehicle Passenger,6.53,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,105,423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Personal Business,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550240P04S01,Y17H2550240P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.56,
4975,Y17H2550402P03JTE1,Y17H2550402P03,Y17H2550402,8,510,8,514,15,933,4,0,4,2.04,Banyule (C),Banyule (C),Primary School,Vehicle Passenger,2.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550402P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.36,
4976,Y17H2550402P04JTE1,Y17H2550402P04,Y17H2550402,8,510,8,514,15,933,4,0,4,2.04,Banyule (C),Banyule (C),Primary School,Vehicle Passenger,2.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550402P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.02,
4977,Y17H2550404P03JTE1,Y17H2550404P03,Y17H2550404,8,510,8,520,15,915,10,0,10,3.01,Banyule (C),Darebin (C),Secondary School,Vehicle Passenger,3.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550404P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.25,
4978,Y17H2550409P02JTE1,Y17H2550409P02,Y17H2550409,8,520,8,538,15,915,18,0,18,1.45,Banyule (C),Darebin (C),Tertiary,Walking,1.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,377,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550409P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.08,
4979,Y17H2550409P03JTE1,Y17H2550409P03,Y17H2550409,8,480,8,517,15,920,37,0,37,5.48,Banyule (C),Banyule (C),Secondary School,School Bus,0.17,5.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550409P03S01,Y17H2550409P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.81,
4980,Y17H2550409P04JTE1,Y17H2550409P04,Y17H2550409,8,480,8,517,15,920,37,0,37,5.48,Banyule (C),Banyule (C),Secondary School,School Bus,0.17,5.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550409P04S01,Y17H2550409P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.29,
4981,Y17H2550409P05JTE1,Y17H2550409P05,Y17H2550409,8,480,8,517,15,920,37,0,37,5.48,Banyule (C),Banyule (C),Secondary School,School Bus,0.17,5.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2550409P05S01,Y17H2550409P05S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.81,
